seat_type,rank,percentile,gender,college_branch,,,
GNT3H,83112,47.769552,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GOBCH,46094,74.364085,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
LOPENH,36785,79.8656107,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
LSCH,61086,64.4979119,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
LOBCH,43186,76.2706983,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
PWDOPENH,94581,36.1594098,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GOPENO,54167,69.3404295,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GSCO,84706,45.9187639,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GOBCO,57477,67.1125395,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
LOPENO,49688,72.4718017,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
LOBCO,56897,67.447284,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
TFWS,33574,81.7575556,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
EWS,59612,65.5958943,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Computer Science and Engineering "
GOPENH,50396,71.6451268,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GSCH,74843,54.1664697,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GVJH,74014,54.5241174,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GNT1H,59084,66.0248119,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GNT2H,64300,62.0823842,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GNT3H,89806,41.4815869,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GOBCH,52910,70.0988506,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
LOPENH,46759,74.1161376,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
LSCH,65892,61.2621174,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
LOBCH,51804,70.9263207,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GOPENO,60887,64.7353734,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GOBCO,63998,62.3799839,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
LOPENO,59680,65.5958943,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
LOBCO,69403,58.8006082,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GSCO,71743,56.8099848,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
TFWS,38712,78.6657067,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
EWS,71625,56.8099848,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Information Technology "
GOPENH,78165,51.2600953,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
GSCH,98387,32.3435843,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
GNT1H,110200,18.840167,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
GNT2H,85200,45.2718114,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
GOBCH,79062,50.9996691,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
LOPENH,62570,63.7147595,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
LSCH,111828,16.7412669,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
LOBCH,74372,54.1780657,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
GOPENO,122570,0.1253253,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
LOPENO,104950,25.3179745,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
GSCO,107132,22.4871071,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
GOBCO,77046,52.2301039,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
EWS,107399,22.2500723,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power]",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electrical Engg[Electronics and Power] "
GOPENH,64102,62.3799839,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GSCH,93997,36.7166438,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GVJH,71751,56.7650587,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GNT1H,88472,42.5186027,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GNT2H,68861,59.0639291,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GNT3H,110237,18.840167,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GOBCH,68791,59.0639291,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
LOPENH,55648,68.3772406,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
LSCH,77063,52.2301039,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
LOBCH,63908,62.3954246,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GOPENO,99360,32.1061359,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GOBCO,102663,28.1605922,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
LOPENO,84353,45.9884082,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
LOBCO,90888,39.6081812,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GSCO,88381,42.5186027,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GVJO,92838,38.6417086,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
GNT2O,84768,45.9187639,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
LSCO,92822,38.6417086,F,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
TFWS,45061,74.9700023,M,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg",,,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon Electronics and Telecommunication Engg "
